1970,1,1,58,Dominican Republic,1,0
1970,1,1,130,Mexico,0,0
1970,1,1,160,Philippines,1,0
1970,1,1,78,Greece,,
1970,1,1,101,Japan,,
1970,1,1,217,United States,0,0
1970,1,2,218,Uruguay,0,0
1970,1,2,217,United States,0,0
1970,1,2,217,United States,0,0
1970,1,3,217,United States,0,0
1970,1,1,217,United States,0,0
1970,1,6,217,United States,0,0
1970,1,8,98,Italy,0,0
1970,1,9,217,United States,0,0
1970,1,9,217,United States,0,0
1970,1,10,499,East Germany (GDR),,
1970,1,11,65,Ethiopia,1,0
1970,1,12,217,United States,0,0
1970,1,12,217,United States,0,0
1970,1,13,217,United States,0,0
1970,1,14,217,United States,0,1
1970,1,15,218,Uruguay,0,0
1970,1,19,217,United States,0,0
1970,1,19,217,United States,0,0
1970,1,19,217,United States,0,0
1970,1,20,83,Guatemala,1,0
1970,1,21,160,Philippines,0,0
1970,1,22,222,Venezuela,0,0
1970,1,22,217,United States,0,0
1970,1,25,217,United States,0,0
1970,1,25,217,United States,0,2
1970,1,26,217,United States,0,0
1970,1,26,217,United States,0,0
1970,1,27,217,United States,0,0
1970,1,28,499,East Germany (GDR),,
1970,1,28,217,United States,0,0
1970,1,30,217,United States,0,0
1970,1,30,217,United States,0,0
1970,1,30,217,United States,0,0
1970,1,31,160,Philippines,0,1
1970,1,31,217,United States,0,0
1970,2,1,217,United States,0,0
1970,2,1,217,United States,0,0
1970,2,2,217,United States,0,0
1970,2,3,217,United States,0,0
1970,2,3,217,United States,0,0
1970,2,4,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,6,217,United States,0,0
1970,2,7,217,United States,0,0
1970,2,8,217,United States,0,0
1970,2,8,217,United States,0,0
1970,2,9,217,United States,0,0
1970,2,9,217,United States,0,0
1970,2,10,362,West Germany (FRG),1,
1970,2,11,217,United States,0,0
1970,2,13,217,United States,0,7
1970,2,13,362,West Germany (FRG),7,9
1970,2,13,217,United States,0,7
1970,2,15,217,United States,0,0
1970,2,15,217,United States,0,1
1970,2,16,217,United States,1,0
1970,2,16,217,United States,0,0
1970,2,16,217,United States,0,0
1970,2,16,217,United States,0,0
1970,2,17,217,United States,0,0
1970,2,17,217,United States,0,0
1970,2,17,217,United States,0,0
1970,2,17,217,United States,0,0
1970,2,18,217,United States,0,0
1970,2,18,217,United States,0,0
1970,2,20,217,United States,0,0
1970,2,20,217,United States,0,0
1970,2,20,217,United States,0,0
1970,2,21,362,West Germany (FRG),0,0
1970,2,21,199,Switzerland,47,0
1970,2,21,217,United States,0,0
1970,2,21,217,United States,0,0
1970,2,21,217,United States,0,0
1970,2,21,217,United States,0,0
1970,2,22,217,United States,0,0
1970,2,22,217,United States,0,0
1970,2,23,217,United States,0,0
1970,2,23,217,United States,0,0
1970,2,23,217,United States,0,0
1970,2,23,217,United States,0,0
1970,2,23,217,United States,0,0
1970,2,24,217,United States,0,0
1970,2,24,217,United States,0,0
1970,2,27,217,United States,0,0
1970,2,28,102,Jordan,,
1970,3,1,160,Philippines,0,0
1970,3,1,98,Italy,0,0
1970,3,1,217,United States,0,0
1970,3,1,217,United States,0,0
1970,3,1,217,United States,0,0
1970,3,1,217,United States,0,0
1970,3,2,217,United States,0,0
1970,3,3,185,Spain,0,0
1970,3,3,217,United States,0,0
1970,3,3,217,United States,0,0
1970,3,4,217,United States,0,0
1970,3,4,217,United States,0,0
1970,3,4,217,United States,0,0
1970,3,5,217,United States,0,0
1970,3,5,217,United States,0,0
1970,3,5,217,United States,2,0
1970,3,6,83,Guatemala,0,0
1970,3,6,217,United States,0,0
1970,3,6,217,United States,0,0
1970,3,9,217,United States,0,0
1970,3,9,217,United States,0,0
1970,3,9,217,United States,0,0
1970,3,9,217,United States,0,0
1970,3,9,217,United States,2,0
1970,3,10,362,West Germany (FRG),0,0
1970,3,10,217,United States,0,0
1970,3,10,217,United States,0,0
1970,3,11,30,Brazil,0,0
1970,3,11,217,United States,0,0
1970,3,12,217,United States,0,0
1970,3,12,217,United States,0,0
1970,3,12,217,United States,0,0
1970,3,12,217,United States,0,0
1970,3,12,217,United States,0,0
1970,3,13,217,United States,0,0
1970,3,13,217,United States,0,0
1970,3,14,65,Ethiopia,0,0
1970,3,14,60,Egypt,0,2
1970,3,14,217,United States,0,0
1970,3,14,217,United States,0,0
1970,3,15,217,United States,0,0
1970,3,15,217,United States,0,0
1970,3,16,217,United States,0,1
1970,3,17,217,United States,0,0
1970,3,18,217,United States,0,0
1970,3,20,217,United States,0,0
1970,3,20,217,United States,1,0
1970,3,21,217,United States,0,0
1970,3,21,217,United States,0,0
1970,3,21,217,United States,0,1
1970,3,22,217,United States,0,0
1970,3,22,217,United States,0,0
1970,3,22,217,United States,0,17
1970,3,23,217,United States,0,0
1970,3,24,160,Philippines,1,0
1970,3,24,58,Dominican Republic,0,0
1970,3,24,11,Argentina,0,0
1970,3,24,217,United States,0,0
1970,3,24,217,United States,0,0
1970,3,24,217,United States,0,0
1970,3,27,217,United States,0,0
1970,3,29,11,Argentina,0,0
1970,3,29,110,Lebanon,0,0
1970,3,30,217,United States,0,0
1970,3,30,217,United States,0,0
1970,3,31,83,Guatemala,1,0
1970,3,31,101,Japan,0,0
1970,3,31,217,United States,0,0
1970,3,31,217,United States,0,0
1970,4,1,65,Ethiopia,0,0
1970,4,1,217,United States,0,0
1970,4,1,217,United States,0,0
1970,4,1,217,United States,0,0
1970,4,2,160,Philippines,2,0
1970,4,2,217,United States,0,0
1970,4,3,96,Ireland,1,
1970,4,4,217,United States,0,0
1970,4,4,217,United States,0,0
1970,4,4,217,United States,0,0
1970,4,5,30,Brazil,0,1
1970,4,5,11,Argentina,,
1970,4,5,217,United States,0,0
1970,4,5,217,United States,0,0
1970,4,5,217,United States,0,0
1970,4,5,217,United States,0,0
1970,4,8,217,United States,0,0
1970,4,8,217,United States,0,0
1970,4,8,217,United States,0,0
1970,4,9,217,United States,0,0
1970,4,11,217,United States,0,0
1970,4,11,217,United States,0,0
1970,4,11,217,United States,0,5
1970,4,13,217,United States,0,0
1970,4,13,217,United States,0,0
1970,4,13,217,United States,0,0
1970,4,13,217,United States,0,0
1970,4,14,217,United States,0,0
1970,4,14,217,United States,0,0
1970,4,14,217,United States,0,0
1970,4,15,102,Jordan,0,0
1970,4,15,217,United States,0,0
1970,4,15,217,United States,0,0
1970,4,15,217,United States,0,0
1970,4,16,217,United States,0,0
1970,4,16,217,United States,0,0
1970,4,16,217,United States,0,0
1970,4,16,217,United States,0,0
1970,4,17,217,United States,0,2
1970,4,19,217,United States,0,0
1970,4,19,217,United States,0,0
1970,4,19,217,United States,0,0
1970,4,19,217,United States,0,0
1970,4,19,217,United States,0,3
1970,4,20,217,United States,0,3
1970,4,21,160,Philippines,36,0
1970,4,21,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,22,217,United States,0,0
1970,4,23,217,United States,0,0
1970,4,23,217,United States,0,0
1970,4,23,217,United States,0,0
1970,4,23,217,United States,0,0
1970,4,24,217,United States,0,0
1970,4,24,217,United States,1,1
1970,4,24,217,United States,0,0
1970,4,24,217,United States,0,0
1970,4,25,209,Turkey,0,0
1970,4,25,217,United States,0,0
1970,4,25,217,United States,0,0
1970,4,25,217,United States,0,0
1970,4,25,217,United States,0,0
1970,4,26,217,United States,0,0
1970,4,26,217,United States,0,0
1970,4,26,217,United States,0,0
1970,4,27,217,United States,0,2
1970,4,27,217,United States,0,0
1970,4,27,217,United States,0,0
1970,4,27,217,United States,0,0
1970,4,27,217,United States,0,0
1970,4,27,217,United States,0,0
1970,4,28,362,West Germany (FRG),0,0
1970,4,28,499,East Germany (GDR),,
1970,4,29,217,United States,0,0
1970,4,30,217,United States,0,0
1970,5,1,217,United States,0,0
1970,5,1,217,United States,0,1
1970,5,1,217,United States,0,0
1970,5,1,217,United States,0,0
1970,5,1,217,United States,0,2
1970,5,1,217,United States,0,10
1970,5,1,217,United States,0,1
1970,5,1,217,United States,0,0
1970,5,1,217,United States,0,0
1970,5,4,158,Paraguay,1,1
1970,5,4,217,United States,0,0
1970,5,4,217,United States,0,0
1970,5,4,217,United States,0,0
1970,5,4,217,United States,0,0
1970,5,5,499,East Germany (GDR),0,0
1970,5,5,217,United States,0,0
1970,5,5,217,United States,0,0
1970,5,5,217,United States,0,0
1970,5,5,217,United States,0,2
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,6,217,United States,0,0
1970,5,7,217,United States,0,0
1970,5,8,217,United States,0,0
1970,5,9,217,United States,0,12
1970,5,9,217,United States,0,0
1970,5,9,217,United States,1,0
1970,5,10,499,East Germany (GDR),0,0
1970,5,10,217,United States,0,0
1970,5,12,199,Switzerland,,
1970,5,12,217,United States,0,0
1970,5,12,217,United States,0,0
1970,5,13,217,United States,0,2
1970,5,13,217,United States,0,0
1970,5,13,217,United States,0,0
1970,5,13,217,United States,0,0
